id,hi_int_prncp_pd,acc_now_delinq,acc_open_past_24mths,addr_state,annual_inc,application_type,avg_cur_bal,bc_util,delinq_2yrs,delinq_amnt,dti,earliest_cr_line,emp_length,emp_title,grade,home_ownership,initial_list_status,int_rate,last_credit_pull_d,loan_amnt,mort_acc,num_sats,num_tl_120dpd_2m,num_tl_90g_dpd_24m,num_tl_30dpd,out_prncp_inv,pub_rec,pub_rec_bankruptcies,purpose,sub_grade,term,tot_coll_amt,tot_cur_bal,total_rec_late_fee,verification_status
6593,0,0,3,NY,120000,Individual,8777,57.9,1,0,21.08,2003,5,Director of Operations,A,MORTGAGE,w,5.32,2019,3000,1,15,0,0,0,967.7,0,0,debt_consolidation,A1,36,0,131650,0,0
6594,0,0,1,TX,75000,Individual,20444,80.3,2,0,27.14,1997,2,Director of Operations,A,MORTGAGE,w,7.39,2019,19200,4,8,0,0,0,0,0,0,debt_consolidation,A4,36,0,163549,0,0
6595,0,0,8,NJ,190000,Individual,33549,71.3,0,0,22.47,1989,10,Director of Operations,A,MORTGAGE,w,5.32,2018,12000,5,22,0,0,0,0,0,0,debt_consolidation,A1,36,0,704530,0,1
6596,0,0,7,WI,107600,Individual,10980,43.5,0,0,22.17,1979,10,Director of Operations,B,OWN,w,11.47,2019,24000,6,30,0,0,0,3089.83,0,0,debt_consolidation,B5,36,0,307444,0,1
6597,0,0,4,NH,155000,Individual,17656,23.3,0,0,27.45,1982,3,Director of Operations,A,MORTGAGE,w,5.32,2017,25200,2,29,0,0,0,2256.37,0,0,credit_card,A1,36,0,512030,0,0
6598,0,0,3,SC,97000,Individual,3476,71.5,0,0,10.32,1985,10,Director of Operations,A,OWN,w,7.49,2017,20000,2,8,0,0,0,0,0,0,debt_consolidation,A4,36,0,24335,0,1
6599,0,0,4,FL,45000,Individual,7449,47,0,0,26.64,2001,4,Sales Representative,A,RENT,w,7.26,2019,14000,0,5,0,0,0,0,1,1,credit_card,A4,36,0,37245,0,1
6600,0,0,1,CA,47400,Individual,5549,94.5,0,0,17.11,2006,1,Sales Representative,C,RENT,w,13.35,2017,12000,0,7,0,0,0,0,0,0,debt_consolidation,C2,36,0,33296,0,1
6601,0,0,6,NY,62000,Individual,3119,48.9,0,0,26.33,2000,4,Sales Representative,C,RENT,w,12.59,2018,12000,0,11,0,0,0,0,1,0,debt_consolidation,C2,60,0,34305,0,0
6602,0,0,8,CA,75000,Individual,3709,65,0,0,27.98,2002,10,caregiver,D,MORTGAGE,w,16.55,2017,6650,0,15,0,0,0,0,1,1,debt_consolidation,D2,36,0,51919,0,1
6603,0,0,2,OH,37000,Individual,2555,64.9,0,0,27.08,2009,6,Department Manager,C,RENT,w,12.74,2019,9000,0,8,0,0,0,0,0,0,debt_consolidation,C1,36,0,20440,0,0
6604,0,0,7,TX,99000,Individual,15335,83.8,0,0,18.67,2006,7,Systems Administrator,C,MORTGAGE,w,14.31,2018,25000,3,14,0,0,0,0,0,0,credit_card,C4,60,0,199351,0,1
6605,0,0,4,WA,95000,Individual,57354,0,0,0,13.33,2005,4,Systems Administrator,A,MORTGAGE,w,7.39,2019,2500,2,8,0,0,0,305.81,1,1,major_purchase,A4,36,0,401475,0,0
6606,0,0,6,FL,47000,Individual,2816,88.5,0,0,11.03,1984,5,Paralegal,B,RENT,w,9.99,2018,6000,2,8,0,0,0,0,0,0,credit_card,B3,36,0,22529,0,1
6607,0,0,8,FL,85000,Individual,10459,13.2,1,0,21.52,1997,10,Paralegal,A,RENT,w,6.89,2018,5000,0,13,0,0,0,0,0,0,credit_card,A3,36,0,135968,0,0
6608,0,0,7,FL,33750,Individual,3543,20.1,0,0,17.32,2006,4,Paralegal,C,OWN,w,14.49,2018,6000,0,15,0,0,0,0,1,1,debt_consolidation,C4,36,286,53139,0,1
6609,0,0,5,FL,57000,Individual,10494,65.4,0,0,16.86,2000,4,Paralegal,C,MORTGAGE,f,12.99,2019,19000,1,16,0,0,0,0,0,0,debt_consolidation,C1,36,341,136425,0,1
6610,0,0,4,FL,62000,Joint App,2418,39.1,0,0,33.58,2006,4,Paralegal,A,RENT,w,8.81,2019,22000,2,20,0,0,0,20923.78,0,0,debt_consolidation,A5,36,0,48351,0,0
6611,0,0,4,IL,77424,Individual,4567,39.2,0,0,18.93,2003,10,Paralegal,A,RENT,w,7.89,2018,5200,4,9,0,0,0,0,0,0,credit_card,A5,36,0,41101,0,1
6612,0,0,1,IL,60700,Individual,3168,99.3,0,0,10.93,2004,6,Paralegal,A,RENT,f,8.39,2017,12000,0,10,0,0,0,0,0,0,credit_card,A5,36,0,28511,0,1
6613,0,0,7,CA,74000,Individual,3187,28.5,0,0,24.93,1973,4,Paralegal,A,MORTGAGE,w,6.39,2018,18000,0,15,0,0,0,0,0,0,credit_card,A2,36,0,44619,0,1
6614,0,0,6,CA,38000,Individual,13750,84.7,0,0,25.81,2002,2,Paralegal,A,RENT,w,7.89,2018,13000,0,19,0,0,0,0,0,0,credit_card,A5,36,0,192503,0,0
6615,0,0,8,CA,60000,Individual,7340,94.9,0,0,27.38,1993,10,Paralegal,C,OWN,w,14.49,2016,8000,0,22,0,0,0,0,0,0,debt_consolidation,C4,36,0,161481,0,0
6616,0,0,7,CA,72000,Individual,3309,65.6,0,0,22.15,2004,4,Paralegal,B,OWN,f,11.67,2016,16000,0,16,0,0,0,0,0,0,credit_card,B4,36,0,52938,0,0
6617,0,0,10,OH,54450,Individual,6247,53.9,0,0,29.62,2002,9,Paralegal,B,OWN,w,11.49,2019,9000,0,13,0,0,0,1441.71,2,1,debt_consolidation,B5,36,155,81211,0,1
6618,0,0,2,NY,90000,Individual,2882,87.3,0,0,3.49,2000,10,Paralegal,D,RENT,w,16.29,2017,20000,0,3,0,0,0,0,0,0,other,D2,60,0,8646,0,1
6619,0,0,1,NY,62306,Individual,21446,26.7,0,0,9.69,1999,10,Paralegal,A,MORTGAGE,w,6.03,2019,10000,1,7,0,0,0,0,0,0,debt_consolidation,A1,36,0,150124,0,0
6620,0,0,4,NY,45900,Individual,1429,60,0,0,10.27,1996,5,Paralegal,C,RENT,f,13.67,2018,8000,0,9,0,0,0,0,1,1,debt_consolidation,C3,36,0,12857,0,1
6621,0,0,4,TX,41000,Individual,10247,77.3,1,0,33.09,2004,1,Paralegal,C,MORTGAGE,w,13.66,2018,10000,1,14,0,0,0,0,0,0,debt_consolidation,C3,36,0,143461,0,0
6622,0,0,1,TX,70000,Individual,12463,35.2,0,0,19.08,2005,10,Paralegal,A,MORTGAGE,w,7.84,2019,3500,2,10,0,0,0,2972.12,0,0,debt_consolidation,A4,36,335,124625,0,0
6623,0,0,3,TX,49280,Individual,15306,86,1,0,26.69,2003,10,Paralegal,B,MORTGAGE,f,11.49,2019,10000,3,9,0,0,0,2829.97,0,0,credit_card,B5,36,0,137756,0,1
6624,0,0,6,PA,55000,Individual,2674,53.7,0,0,18.07,2004,3,Paralegal,D,RENT,w,17.57,2018,10000,0,18,0,0,0,0,0,0,other,D4,60,534,40115,0,1
6625,0,0,2,PA,76000,Individual,15146,66.5,0,0,14.05,2003,5,Paralegal,A,MORTGAGE,f,6.39,2019,15000,1,12,0,0,0,0,0,0,debt_consolidation,A2,36,0,181751,0,0
6626,0,0,9,NV,75800,Individual,37003,85.6,6,0,11.87,2000,10,Paralegal,B,MORTGAGE,w,10.99,2019,3000,1,5,0,3,0,0,0,0,debt_consolidation,B4,36,0,185016,0,1
6627,0,0,9,MI,70000,Individual,5013,43.9,0,0,21.24,1998,2,Paralegal,B,MORTGAGE,w,10.49,2018,25000,1,24,0,0,0,0,0,0,credit_card,B2,36,0,120307,0,0
6628,0,0,1,MI,68000,Individual,15196,87.3,0,0,19.98,1999,10,Paralegal,C,OWN,w,14.64,2017,14400,4,15,0,0,0,0,0,0,debt_consolidation,C3,60,0,227934,0,1
6629,0,0,5,NJ,50000,Individual,2158,15.7,0,0,21.31,2006,9,Paralegal,C,RENT,w,13.66,2019,11850,0,11,0,0,0,2813.89,0,0,other,C3,60,0,23733,0,1
6630,0,0,2,MA,50000,Individual,1842,45.8,0,0,10.34,2005,1,Paralegal,C,RENT,w,12.99,2019,7250,0,17,0,0,0,0,0,0,debt_consolidation,C1,36,0,29477,0,1
6631,0,0,3,NH,50000,Individual,1763,50.3,0,0,13.47,1999,4,Paralegal,A,RENT,w,7.84,2019,11200,0,7,0,0,0,9222.75,0,0,credit_card,A4,36,0,12342,0,0
6632,0,0,4,LA,52000,Individual,15619,26.6,0,0,20.19,2002,5,Paralegal,A,MORTGAGE,w,6.89,2019,6500,2,16,0,0,0,0,0,0,major_purchase,A3,36,0,234278,0,0
6633,0,0,2,SC,47000,Individual,6539,41.8,0,0,12.51,2004,2,Paralegal,A,MORTGAGE,w,7.99,2017,6400,3,12,0,0,0,0,0,0,debt_consolidation,A5,36,0,78467,0,1
6634,0,0,1,CA,80000,Individual,4356,79.3,2,0,16.35,2004,7,Carpenter,A,RENT,w,7.89,2019,8000,0,6,0,0,0,0,0,0,credit_card,A5,36,0,26133,0,1
6635,0,0,3,CA,49000,Individual,1758,12.3,0,0,9.53,2007,2,Carpenter,A,RENT,f,7.49,2018,2000,0,4,0,0,0,0,1,1,debt_consolidation,A4,36,0,7033,0,0
6636,0,0,5,NY,55000,Individual,21618,69.4,0,0,12.24,2002,4,Carpenter,C,MORTGAGE,w,14.99,2019,10000,2,7,0,0,0,3239.17,0,0,credit_card,C4,36,0,151329,0,1
6637,0,0,3,TX,45000,Individual,7649,98.9,0,0,28.19,1995,10,Carpenter,C,MORTGAGE,f,12.99,2016,2000,3,11,0,0,0,0,0,0,debt_consolidation,C2,36,0,84141,0,0
6638,0,0,4,WA,37440,Individual,3962,69.9,0,0,23.07,2007,4,Carpenter,B,RENT,w,9.8,2018,10275,0,8,0,0,0,0,0,0,debt_consolidation,B3,36,1943,31697,0,1
6639,0,0,1,FL,60000,Individual,22101,71.4,0,0,19.74,2005,6,Warehouse Manager,C,MORTGAGE,w,13.99,2019,15000,4,9,0,0,0,0,0,0,credit_card,C3,60,58,176805,0,0
6640,0,0,5,CA,60000,Individual,12897,91.2,0,0,18.41,1993,10,Warehouse Manager,E,OWN,w,19.99,2018,25200,1,8,0,0,0,0,0,0,other,E4,60,0,103174,0,1
6641,0,0,7,CA,160000,Individual,72998,27.5,0,0,7.4,2006,10,Warehouse Manager,B,MORTGAGE,w,10.08,2019,14000,6,7,0,0,0,12987.53,1,1,credit_card,B1,36,0,510985,0,1
6642,0,0,0,TX,34000,Individual,9864,64.8,0,0,9.46,2006,10,Warehouse Manager,B,OWN,w,10.49,2019,6000,1,10,0,0,0,1134.82,0,0,credit_card,B3,36,0,98643,0,0
6643,0,0,6,AR,66000,Individual,7440,83.6,0,0,29.07,1983,3,Warehouse Manager,B,MORTGAGE,w,12.85,2016,15000,2,18,0,0,0,0,0,0,credit_card,B4,36,347,111595,0,0
6644,0,0,2,NJ,100000,Individual,52760,97.8,1,0,29.13,1991,10,Warehouse Manager,B,MORTGAGE,w,11.49,2019,10000,3,8,0,0,0,3130.84,0,0,other,B5,36,0,369321,0,1
6645,0,0,6,NJ,45000,Individual,1117,15.9,0,0,8.56,1994,4,Warehouse Manager,D,RENT,f,18.06,2018,5400,0,5,0,0,0,0,1,1,credit_card,D2,36,0,5587,0,1
6646,0,0,3,MA,85000,Individual,7498,78.7,0,0,9.42,2004,10,Warehouse Manager,D,MORTGAGE,w,16.55,2017,12000,1,5,0,0,0,0,0,0,debt_consolidation,D2,60,0,37489,15,1
6647,0,0,2,CA,40000,Individual,2444,6.5,0,0,25.17,1990,2,Pharmacy Technician,C,RENT,w,12.62,2019,11375,0,10,0,0,0,0,0,0,debt_consolidation,C1,36,0,21992,0,1
6648,0,0,7,IL,60000,Individual,25376,0,0,0,11.18,2004,2,Production Manager,C,MORTGAGE,w,13.44,2019,22000,2,11,0,0,0,0,0,0,home_improvement,C3,60,0,279137,0,0
6649,0,0,5,CA,85000,Individual,2978,75.9,0,0,18.34,2000,4,Production Manager,D,RENT,w,17.27,2018,20000,0,11,0,0,0,0,2,2,credit_card,D3,60,884,32756,0,1
6650,0,0,2,NY,90000,Individual,2009,73.9,0,0,7.55,2009,3,Production Manager,F,OWN,w,30.65,2019,20000,0,16,0,0,0,16755.16,0,0,other,F4,60,0,30138,0,1
6651,0,0,3,WA,92000,Individual,55112,1.5,0,0,12.07,1999,9,Production Manager,B,MORTGAGE,w,10.9,2019,6500,1,4,0,0,0,4733.17,0,0,vacation,B4,36,0,220449,0,1
6652,0,0,6,CA,60000,Individual,38136,82.7,0,0,19.37,2008,4,Service tech,C,MORTGAGE,w,14.08,2019,9000,2,8,0,0,0,0,1,1,credit_card,C3,36,0,305086,0,0
6653,0,0,8,NY,140000,Individual,26286,72.3,0,0,16.36,2001,4,Service tech,D,MORTGAGE,f,16.59,2019,24000,4,12,0,0,0,0,0,0,debt_consolidation,D2,60,0,315437,0,1
6654,0,0,9,CA,120000,Individual,10418,0,0,0,8.7,1993,10,Loan Officer,A,MORTGAGE,w,7.39,2019,40000,3,13,0,0,0,0,1,1,home_improvement,A4,36,0,135439,0,1
6655,0,0,3,CA,100000,Individual,42402,93.2,0,0,16.28,2012,5,Loan Officer,B,MORTGAGE,f,9.93,2018,8000,1,11,0,0,0,0,1,1,debt_consolidation,B2,36,0,424022,0,0
6656,0,0,4,TX,100000,Individual,8222,56.2,0,0,15.67,2002,2,Loan Officer,B,RENT,w,9.44,2019,14400,1,11,0,0,0,11195.45,1,1,credit_card,B1,60,0,90440,0,0
6657,0,0,4,MI,70000,Individual,14245,57.4,0,0,27.37,2002,4,Loan Officer,C,MORTGAGE,f,11.99,2019,2400,1,17,0,0,0,78.62,0,0,debt_consolidation,C1,36,0,242169,0,1
6658,0,0,5,MA,157203,Individual,43019,48.7,2,0,16.81,1997,3,Loan Officer,E,MORTGAGE,w,22.45,2016,35000,1,11,0,1,0,0,0,0,debt_consolidation,E5,60,0,473205,0,1
6659,0,0,3,GA,95000,Individual,35762,18.4,0,0,14.17,2008,1,account executive,B,MORTGAGE,w,10.99,2019,10000,1,10,0,0,0,0,0,0,debt_consolidation,B3,36,0,357617,0,0
6660,0,0,2,NY,28000,Individual,942,45.4,0,0,15.17,2002,8,Sales associate,C,RENT,w,13.33,2018,11150,0,14,0,0,0,0,0,0,debt_consolidation,C3,36,133,11308,0,1
6661,0,0,1,CA,100000,Individual,46172,11,0,0,11.1,1964,10,SUPERVISOR,A,OWN,w,6.49,2019,15000,4,15,0,0,0,0,0,0,debt_consolidation,A2,60,0,600241,0,0
6662,0,0,5,CA,58000,Individual,2838,80.6,0,0,18.62,1979,7,SUPERVISOR,C,RENT,w,13.35,2019,8500,5,7,0,0,0,0,1,1,debt_consolidation,C2,36,1117,19866,0,1
6663,0,0,7,OH,55000,Individual,10612,79.3,0,0,15.38,2003,10,SUPERVISOR,E,MORTGAGE,f,19.99,2019,19400,0,11,0,0,0,0,0,0,credit_card,E4,60,0,106121,0,1
6664,0,0,5,TX,75000,Individual,18216,14.5,0,0,16.32,2001,10,SUPERVISOR,A,MORTGAGE,w,7.21,2019,12000,3,24,0,0,0,10483.98,0,0,debt_consolidation,A3,36,0,437181,0,1
6665,0,0,9,TN,80000,Individual,9750,43,0,0,12.9,1996,10,SUPERVISOR,B,MORTGAGE,w,10.75,2018,17000,2,16,0,0,0,0,0,0,credit_card,B4,60,0,136500,0,0
6666,0,0,1,PA,70000,Individual,19527,48.5,0,0,13.65,2000,9,Press Operator,B,MORTGAGE,w,11.39,2018,16800,3,10,0,0,0,0,0,0,debt_consolidation,B3,60,3086,195270,0,0
6667,0,0,5,FL,380000,Individual,27122,10.7,0,0,20.76,2012,5,COO,A,MORTGAGE,w,7.35,2019,35000,0,10,0,0,0,23240.49,0,0,home_improvement,A4,36,0,271216,0,1
6668,0,0,0,IL,165000,Individual,3847,85.1,2,0,6.12,1994,2,COO,A,RENT,w,7.26,2018,20000,1,4,0,1,0,0,0,0,credit_card,A4,36,0,15387,0,1
6669,0,0,4,CA,164500,Individual,21567,85.3,0,0,10.32,1999,10,COO,B,MORTGAGE,w,11.53,2016,35000,8,15,0,0,0,0,0,0,credit_card,B5,36,0,323506,0,1
6670,0,0,15,TX,93500,Individual,20615,3.3,0,0,9.89,2000,2,COO,B,MORTGAGE,w,9.93,2019,20000,4,16,0,0,0,0,0,0,home_improvement,B2,60,0,329839,0,1
6671,0,0,8,CT,83000,Individual,2743,83.4,0,0,21.79,1998,10,Business Analyst,D,RENT,w,18.24,2018,10000,1,18,0,0,0,0,0,0,medical,D5,36,0,49378,0,1
6672,0,0,3,FL,55000,Individual,3686,26.5,0,0,13.31,2008,1,Business Analyst,A,OWN,w,7.07,2018,11000,0,7,0,0,0,0,0,0,credit_card,A2,36,0,25801,0,1
6673,0,0,3,CA,65000,Individual,15378,19.7,0,0,15.07,2006,5,Business Analyst,A,OWN,w,7.49,2018,5000,2,8,0,0,0,0,0,0,home_improvement,A4,36,0,107643,0,0
6674,0,0,3,CA,92000,Individual,8544,13.2,0,0,12.18,2008,1,Business Analyst,B,RENT,f,9.49,2017,12000,0,6,0,0,0,0,0,0,debt_consolidation,B2,36,0,51265,0,1
6675,0,0,3,NY,80000,Individual,3610,21.7,0,0,28.22,2009,4,Business Analyst,A,RENT,w,7.21,2019,25000,0,13,0,0,0,23116.33,0,0,debt_consolidation,A3,36,0,46926,0,0
6676,0,0,3,NY,94000,Individual,1562,31.9,0,0,2.68,2009,1,Business Analyst,A,RENT,w,7.89,2018,8000,0,19,0,0,0,0,0,0,other,A5,36,0,29686,0,1
6677,0,0,3,TX,65000,Individual,11213,26.9,0,0,18.65,2009,1,Business Analyst,A,MORTGAGE,w,6.46,2019,5500,2,17,0,0,0,5221.53,0,0,debt_consolidation,A1,36,0,190619,0,0
6678,0,0,2,TX,66000,Individual,1109,23.6,0,0,12.27,1997,9,Business Analyst,A,RENT,w,6.19,2019,5000,0,9,0,0,0,3835.35,0,0,moving,A2,36,0,9981,0,1
6679,0,0,2,PA,80000,Individual,6778,95,0,0,6.71,2015,1,Business Analyst,C,RENT,w,14.47,2019,14200,0,3,0,0,0,11177.06,0,0,debt_consolidation,C2,36,0,20334,0,1
6680,0,0,4,PA,48000,Individual,6432,59.7,0,0,20.55,2007,6,Business Analyst,C,OWN,w,13.49,2016,10000,0,10,0,0,0,0,0,0,debt_consolidation,C2,36,0,57887,0,1
6681,0,0,0,VA,80000,Individual,9587,94.4,0,0,7.49,1996,3,Business Analyst,B,RENT,w,9.16,2018,6400,1,3,0,0,0,0,0,0,debt_consolidation,B2,36,0,28762,0,1
6682,0,0,2,NJ,72000,Individual,3080,68.8,0,0,17.62,2011,2,Business Analyst,C,RENT,w,13.49,2019,14000,0,13,0,0,0,0,0,0,debt_consolidation,C2,36,0,36958,0,1
6683,0,0,8,MA,75000,Individual,21683,16,0,0,22.03,2004,4,Business Analyst,B,MORTGAGE,w,8.67,2019,15000,3,18,0,0,0,0,0,0,debt_consolidation,B1,60,0,303557,0,0
6684,0,0,6,MN,58000,Individual,4440,82.4,0,0,17.29,1995,9,Business Analyst,C,RENT,f,12.39,2019,10500,2,8,0,0,0,0,2,2,debt_consolidation,C1,36,0,35519,0,1
6685,0,0,4,MA,45000,Individual,4131,21.8,5,0,16.03,2000,4,Medical assistant,C,RENT,w,15.31,2018,8000,0,9,0,4,0,0,0,0,debt_consolidation,C5,36,860,37175,0,1
6686,0,0,6,MA,35000,Individual,1618,27.2,0,0,24.31,1998,2,Medical assistant,C,RENT,f,13.66,2019,10950,0,10,0,0,0,0,1,1,debt_consolidation,C3,60,1292,16181,0,1
6687,0,0,2,CA,120140,Individual,5353,81.1,0,0,6.23,2003,10,Client Executive,B,RENT,w,10.42,2018,17100,0,6,0,0,0,0,0,0,credit_card,B3,36,0,26767,0,1
6688,0,0,4,CA,84000,Individual,7034,95,0,0,12.1,1989,6,Legal Secretary,C,RENT,w,16.01,2019,15000,1,4,0,0,0,0,0,0,debt_consolidation,C5,60,0,28135,0,1
6689,0,0,2,NY,66000,Individual,3862,79.4,0,0,28.64,1990,7,Legal Secretary,D,RENT,w,18.24,2019,7000,0,26,0,0,0,0,1,0,small_business,D5,36,0,92695,15,1
6690,0,0,3,NY,76000,Individual,4624,92.4,1,0,21.66,2000,4,Legal Secretary,F,RENT,f,24.5,2019,24250,0,13,0,0,0,0,0,0,small_business,F3,36,0,60113,0,1
6691,0,0,4,TX,80000,Individual,3394,38.5,0,0,7.64,1992,10,Legal Secretary,A,RENT,w,5.31,2019,10000,0,7,0,0,0,6549.9,0,0,credit_card,A1,36,0,23761,0,0
6692,0,0,2,NJ,70000,Individual,20162,68.9,0,0,19.5,2001,9,Legal Secretary,C,MORTGAGE,w,13.35,2018,18150,3,19,0,0,0,0,0,0,debt_consolidation,C2,36,0,342755,0,1
6693,0,0,4,CA,52000,Individual,633,53.9,0,0,3.53,2006,3,Data Analyst,B,RENT,w,11.99,2018,4800,0,9,0,0,0,0,0,0,debt_consolidation,B3,36,0,5062,0,1
6694,0,0,2,TX,60000,Individual,16051,75,0,0,24.1,1999,9,Data Analyst,B,MORTGAGE,w,8.18,2017,4200,5,14,0,0,0,0,0,0,home_improvement,B1,36,289,224710,0,0
6695,0,0,5,WA,102240,Individual,101257,26.9,0,0,3.86,1999,4,Software Development Engineer,A,MORTGAGE,w,7.02,2019,10000,2,7,0,0,0,9497.8,0,0,debt_consolidation,A2,36,0,607539,0,0
6696,0,0,4,FL,48000,Individual,700,23.3,0,0,4.78,2003,10,Dental Assistant,C,RENT,w,14.49,2019,4000,1,5,0,0,0,0,2,2,debt_consolidation,C4,36,1210,3499,0,1
6697,0,0,0,FL,34000,Individual,6176,99.9,0,0,31.56,2007,1,Dental Assistant,B,ANY,w,11.06,2019,15000,0,6,0,0,0,13567.3,0,0,debt_consolidation,B3,36,868,37055,0,1
6698,0,0,14,CA,45000,Individual,1047,10.3,0,0,24.69,1999,10,Dental Assistant,A,RENT,w,7.49,2019,10800,0,28,0,0,0,3871.83,0,0,credit_card,A4,36,0,27223,0,0
6699,0,0,3,OH,29000,Individual,1399,38.8,0,0,29.55,1983,10,Dental Assistant,A,OWN,w,7.62,2018,12000,2,13,0,0,0,0,0,0,credit_card,A3,36,0,16791,0,0
6700,0,0,2,TX,45000,Individual,4077,96.7,0,0,32.51,2002,8,Dental Assistant,E,MORTGAGE,w,24.85,2019,12000,1,9,0,0,0,0,1,1,debt_consolidation,E3,60,0,36693,0,0
6701,0,0,5,VA,42000,Individual,4512,30.8,0,0,26.2,2004,7,Dental Assistant,B,RENT,w,9.44,2019,16000,1,7,0,0,0,9442.26,1,1,debt_consolidation,B1,36,503,31587,0,1
6702,0,0,2,CA,47000,Individual,3920,95.2,0,0,22.96,2011,3,Operations,B,RENT,w,11.49,2019,7000,0,4,0,0,0,0,0,0,debt_consolidation,B5,36,52,15680,0,1
6703,0,0,4,CA,54000,Individual,24658,3.4,0,0,0.56,1999,10,cna,C,MORTGAGE,w,12.29,2017,15000,1,6,0,0,0,0,0,0,debt_consolidation,C1,60,0,123289,0,1
6704,0,0,1,CA,80000,Individual,3220,90,0,0,19.23,1990,10,Educator,C,RENT,f,12.74,2018,15000,0,13,0,0,0,0,0,0,debt_consolidation,C1,36,0,41866,0,0
6705,0,0,2,TX,55000,Individual,2538,36.3,0,0,12.2,2002,5,Educator,B,MORTGAGE,w,10.91,2019,26400,0,11,0,0,0,0,0,0,debt_consolidation,B4,36,0,27919,0,0
6706,0,0,7,MO,33720,Individual,4691,64,0,0,23.7,2007,7,clerk,B,MORTGAGE,f,9.99,2019,7000,1,6,0,0,0,0,0,0,home_improvement,B3,36,0,28148,0,0
6707,0,0,2,CA,54000,Individual,980,40.1,0,0,5.24,2005,10,clerk,A,RENT,w,6.97,2019,20000,0,10,0,0,0,613.61,0,0,debt_consolidation,A3,36,0,8822,0,0
6708,0,0,4,PA,66000,Individual,12383,33.8,1,0,31.55,1998,10,clerk,D,MORTGAGE,w,17.47,2019,18000,2,11,0,0,0,15972.06,0,0,debt_consolidation,D1,60,12546,136217,0,1
6709,0,0,5,CA,275000,Individual,109008,94,2,0,14.94,1991,1,SVP,C,RENT,w,15.05,2019,28000,2,7,0,2,0,14490.26,0,0,debt_consolidation,C4,36,0,763053,0,1
6710,0,0,1,NY,350000,Individual,2110,10.2,0,0,0.3,2006,10,SVP,A,RENT,w,7.21,2019,40000,0,3,0,0,0,23281.88,0,0,other,A3,36,0,6329,0,1
6711,0,0,6,NJ,130000,Individual,15655,20.6,0,0,13.03,1986,10,SVP,B,OWN,w,8.18,2017,28025,3,19,0,0,0,0,0,0,debt_consolidation,B1,60,0,297450,0,1
6712,0,0,3,CT,85000,Individual,10165,88.6,0,0,14.26,2005,9,Electrical Engineer,A,RENT,w,8.9,2019,6500,0,5,0,0,0,0,0,0,debt_consolidation,A5,36,0,40661,0,0
6713,0,0,11,NY,120000,Individual,26161,26.1,1,0,16.65,2003,10,Bus operator,D,MORTGAGE,w,18.99,2019,21000,2,14,0,0,0,0,0,0,home_improvement,D3,60,0,366258,0,0
6714,0,0,9,FL,70000,Individual,1807,2.2,0,0,15.29,2001,10,Controller,C,RENT,w,13.67,2017,22800,3,13,0,0,0,0,2,2,debt_consolidation,C3,60,0,21681,0,0
6715,0,0,6,FL,115000,Individual,2693,88.3,0,0,10.18,1999,1,Controller,B,RENT,f,9.17,2017,9000,2,12,0,0,0,0,1,1,credit_card,B2,36,0,32318,0,1
6716,0,0,6,CA,102000,Individual,5232,3.7,1,0,25.32,1994,5,Controller,A,RENT,w,7.21,2019,20000,0,13,0,0,0,17473.29,1,1,debt_consolidation,A3,36,0,62788,0,1
6717,0,0,11,CA,125000,Individual,16978,13.3,0,0,16.74,1986,10,Controller,A,OWN,w,7.97,2019,24000,3,17,0,0,0,0,0,0,credit_card,A5,36,0,288631,0,1
6718,0,0,6,NY,90000,Individual,40369,19.9,1,0,6.53,1990,10,Controller,A,MORTGAGE,f,5.32,2017,10000,4,14,0,0,0,0,0,0,credit_card,A1,36,0,524796,0,1
6719,0,0,14,TX,110000,Individual,15167,53,0,0,16.34,1995,3,Controller,A,MORTGAGE,w,7.21,2019,10000,2,23,0,0,0,9246.52,0,0,credit_card,A3,36,0,348845,0,0
6720,0,0,3,PA,86607,Individual,40478,90.9,0,0,24.73,1988,10,Controller,A,MORTGAGE,w,7.89,2018,13600,1,13,0,0,0,0,0,0,other,A5,36,0,526212,0,0
6721,0,0,8,MI,131000,Individual,7561,80.9,1,0,20.91,1996,10,Controller,B,RENT,w,10.75,2019,14000,3,14,0,0,0,0,0,0,debt_consolidation,B4,36,4714,105855,0,1
6722,0,0,7,VA,74500,Individual,32805,0,0,0,24.32,2003,7,Controller,D,MORTGAGE,w,20,2019,26800,3,8,0,0,0,0,0,0,debt_consolidation,D4,60,0,262442,0,0
6723,0,0,7,NJ,75500,Individual,10767,53.5,0,0,30.28,2000,10,Controller,C,RENT,f,12.29,2017,11000,0,14,0,0,0,0,0,0,credit_card,C1,36,0,150733,0,0
6724,0,0,6,MD,97000,Individual,29676,55.3,0,0,17.36,1996,7,Controller,A,MORTGAGE,w,7.39,2019,10500,4,12,0,0,0,0,0,0,debt_consolidation,A4,36,5880,356106,0,1
6725,0,0,4,DC,85000,Individual,1603,30.1,0,0,11.18,1983,1,Controller,A,RENT,w,5.32,2017,15000,0,16,0,0,0,449.42,1,0,debt_consolidation,A1,36,0,25646,0,0
6726,0,0,5,WA,85000,Individual,32590,94.1,0,0,5.08,1974,5,Controller,C,MORTGAGE,w,14.49,2019,4900,8,8,0,0,0,0,1,1,debt_consolidation,C4,36,0,228129,0,0
